Gender_Female,Gender_Male,Subscription Type_Basic,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Annual,Contract Length_Monthly,Contract Length_Quarterly,Age,Tenure,Usage Frequency,Total Spend
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05263157894736842,-0.3,0.21428571428571427,0.16516273953212848
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3157894736842106,-0.4,0.42857142857142855,0.42508442762302573
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3684210526315789,-0.23333333333333334,0.9285714285714286,0.8908018124052832
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9473684210526315,-0.8666666666666667,-0.07142857142857142,0.8554460624802872
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2631578947368421,0.5666666666666667,0.2857142857142857,-0.05780311247528702
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9473684210526315,0.23333333333333334,-0.6428571428571429,0.4861954105221049
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3157894736842105,0.1,0.2857142857142857,-0.3235097274468624
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.47368421052631576,-0.8666666666666667,0.21428571428571427,0.7734108759702445
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.9473684210526315,0.8333333333333334,0.5714285714285714,0.9315116967836728
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05263157894736842,-0.9,-0.2857142857142857,0.22344280076619508
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10526315789473684,0.36666666666666664,-1.0714285714285714,0.20310324402083182
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.8421052631578947,-0.13333333333333333,0.5714285714285714,0.18467148231058586
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8947368421052632,0.8333333333333334,-1.0714285714285714,-0.012292969621441165
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.05263157894736842,0.7333333333333333,-0.42857142857142855,0.2771379997384472
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.8,0.5714285714285714,-1.3108244290077156
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3684210526315789,0.26666666666666666,-1.0,0.028632310970590564
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10526315789473684,0.3333333333333333,0.7142857142857143,0.7930734731870176
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.15789473684210525,0.43333333333333335,0.5,-0.45087043148477207
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.21052631578947367,0.3,0.2857142857142857,-0.49278038048202577
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7368421052631579,0.8333333333333334,-0.6428571428571429,0.6011554468317524
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.47368421052631576,-0.2,-1.0,-0.2843076165639687
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10526315789473684,-0.5333333333333333,0.5,-1.2862077188771701
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5263157894736842,0.9333333333333333,-0.8571428571428571,-1.2881155139122873
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.21052631578947367,-0.7333333333333333,-0.5,-0.39425199818451756
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.26666666666666666,-1.0,0.7230081619779526
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.10526315789473684,-0.3333333333333333,-0.2857142857142857,-0.3772356973067781
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.05263157894736842,-0.36666666666666664,0.8571428571428571,-0.8184902263968058
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.15789473684210525,-0.43333333333333335,0.14285714285714285,-0.4878570384559166
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.105263157894737,0.9,-0.9285714285714286,-1.7340164470394555
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3157894736842105,0.3,-0.07142857142857142,0.5561684090681804
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5789473684210527,-0.8333333333333334,0.42857142857142855,-1.4277538021278067
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7894736842105263,-0.7666666666666667,0.5714285714285714,0.6400498488380142
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21052631578947367,0.5333333333333333,-0.07142857142857142,0.28803089397121384
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.05263157894736842,-0.4,0.5714285714285714,0.39846760979437346
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2631578947368421,-0.8,0.9285714285714286,0.34206457270776097
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3157894736842105,0.5333333333333333,-0.35714285714285715,0.21587316240105223
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3157894736842105,0.8333333333333334,0.7857142857142857,0.7293161939489048
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.42105263157894735,0.7666666666666667,-0.21428571428571427,0.8389528666928217
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2631578947368421,0.8,0.8571428571428571,0.8568307524251305
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.3684210526315789,0.13333333333333333,-0.42857142857142855,-0.26110636726592973
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.2631578947368421,0.03333333333333333,-1.0714285714285714,0.6474040909895146
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2631578947368421,0.9333333333333333,0.7857142857142857,0.002630910895202105
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3157894736842105,-0.2,-0.07142857142857142,-1.5569915303131703
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,-0.8333333333333334,-1.0,-0.3548652619756449
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9473684210526315,-0.36666666666666664,-0.14285714285714285,0.0030924742101497626
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21052631578947367,0.26666666666666666,-1.0714285714285714,0.7343626195256665
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.7368421052631579,0.2,0.35714285714285715,-1.4492934234920338
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5789473684210527,0.5,1.0,0.35388059357042295
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.21052631578947367,-0.8333333333333334,-0.35714285714285715,-0.15642380743578507
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.05263157894736842,0.16666666666666666,-0.7142857142857143,0.21571930796273647
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2631578947368421,-0.1,0.5,0.962005646457886
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9473684210526315,-0.7,0.2857142857142857,0.01847791804174069
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5263157894736842,-0.16666666666666666,-0.07142857142857142,0.507888886324648
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0526315789473684,0.4,0.8571428571428571,-1.236974298616079
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0526315789473684,0.5666666666666667,0.7857142857142857,0.2800304631787865
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.368421052631579,-0.5,-0.2857142857142857,0.3908056587662412
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.47368421052631576,-0.6333333333333333,-0.35714285714285715,0.9375427907656563
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.3684210526315789,-0.5333333333333333,0.21428571428571427,-1.6308416607048069
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.42105263157894735,0.03333333333333333,0.14285714285714285,-0.3476956451501234
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.42105263157894735,-0.7666666666666667,0.14285714285714285,-0.12359127029916982
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8947368421052632,0.13333333333333333,0.2857142857142857,-1.1446616356265336
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8947368421052632,-0.5333333333333333,-0.9285714285714286,-1.4246767133614884
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.21052631578947367,-0.8666666666666667,0.7857142857142857,0.17879424276691824
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.368421052631579,-0.43333333333333335,1.0,-0.2615371596932142
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3157894736842105,0.06666666666666667,0.35714285714285715,0.0069696060557106485
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.21052631578947367,-0.13333333333333333,-0.21428571428571427,-1.758756240720654
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.10526315789473684,0.2,-1.0,0.6230335479602748
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.42105263157894735,0.16666666666666666,0.42857142857142855,-0.3203095551298916
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.7368421052631579,0.23333333333333334,0.35714285714285715,-0.3052933619502589
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.3157894736842106,-0.8333333333333334,0.5,0.1907948889555591
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7368421052631579,0.7666666666666667,0.8571428571428571,-0.19076411806789592
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.10526315789473684,-0.13333333333333333,-0.6428571428571429,-0.5209357426938372
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9473684210526315,0.8666666666666667,-0.8571428571428571,0.7495942089189417
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.10526315789473684,-0.03333333333333333,-0.7857142857142857,-0.22461209449739597
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21052631578947367,0.8333333333333334,0.21428571428571427,-1.350826582969852
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.42105263157894735,0.7666666666666667,-0.6428571428571429,0.6851291992645755
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8947368421052632,0.5,0.5,-1.301593162708761
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.2857142857142857,0.7508250444254689
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.3157894736842105,0.9,0.7142857142857143,0.4724100528489994
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8,0.6428571428571429,-0.9600363096474424
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8947368421052632,-0.8,0.8571428571428571,0.22270429946227868
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.10526315789473684,-0.8333333333333334,0.5,0.8708315063118781
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2105263157894737,-0.7,1.0,-0.307693491187987
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3684210526315789,-0.36666666666666664,0.5714285714285714,0.7549791142599985
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.42105263157894735,0.16666666666666666,0.5,-1.7139230573953979
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0526315789473684,-0.23333333333333334,-0.14285714285714285,-1.3231327840729883
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.2631578947368421,0.5666666666666667,-0.7142857142857143,0.01847791804174069
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5263157894736842,0.5333333333333333,0.42857142857142855,-0.870800735424215
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.15789473684210525,0.5666666666666667,-0.42857142857142855,0.3213557653104396
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3684210526315789,0.03333333333333333,-0.42857142857142855,-0.4589631749401889
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3157894736842105,0.06666666666666667,-0.21428571428571427,-1.5416060864815795
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.8333333333333334,0.5,-0.45382443670043765
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-0.7666666666666667,0.8571428571428571,0.7351934334925724
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1578947368421053,0.7333333333333333,1.0,-0.7231620164162683
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5263157894736842,-0.3333333333333333,0.7857142857142857,0.9316963221096517
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.15789473684210525,-0.8333333333333334,0.6428571428571429,-1.21851176601817
